Generation, Best Score, Average Score, Best Lap Time, Laps, Average Laps, Number of Neurons, Best Agent Evolution, Mutation Rates Used
451, 9187.55, 6973.96425, 0, 18, 12.2, 1864, rpcmmiippmipimiciippinccpcmnpmpccmiimimmpmppcmmmcccciiiipiccmpmmciimccpmipncmnpcpmpcninnmmmmpcimmmmmpn, -/-/-/0.01/0.01/-/-/-/-/0.01/-/-/-/0.01/-/-/-/-/-/-/-/0.01/-/-/-/-/0.2/0.01/-/0.01/-/-/-/0.01/-/-/0.01/-/0.01/0.01/-/0.01/-/-/-/0.01/0.01/0.1/-/-/-/-/-/-/-/-/-/-/-/-/0.01/-/0.01/0.01/-/-/-/0.01/-/-/-/0.01/-/-/0.01/-/0.01/0.01/-/-/-/0.01/-/-/0.01/-/0.01/0.01/0.01/0.1/0.01/0.01/-/-/-/0.01/0.01/0.01/0.01/0.01/-/0.01
452, 9126.4, 7194.52475, 0, 17, 12.54, 1864, rpcmmiippmipimiciippinccpcmnpmpccmiimimmpmppcmmmcccciiiipiccmpmmciimccpmipncmnpcpmpcninnmmmmpcimmmmmpmc, -/-/-/0.01/0.01/-/-/-/-/0.01/-/-/-/0.01/-/-/-/-/-/-/-/0.01/-/-/-/-/0.2/0.01/-/0.01/-/-/-/0.01/-/-/0.01/-/0.01/0.01/-/0.01/-/-/-/0.01/0.01/0.1/-/-/-/-/-/-/-/-/-/-/-/-/0.01/-/0.01/0.01/-/-/-/0.01/-/-/-/0.01/-/-/0.01/-/0.01/0.01/-/-/-/0.01/-/-/0.01/-/0.01/0.01/0.01/0.1/0.01/0.01/-/-/-/0.01/0.01/0.01/0.01/0.01/-/0.01/-
453, 9236.85, 7208.5554999999995, 0, 18, 12.64, 1864, rpcmmiippmipimiciippinccpcmnpmpccmiimimmpmppcmmmcccciiiipiccmpmmciimccpmipncmnpcpmpcninnmmmmpcimnpmmnc, -/-/-/0.01/0.01/-/-/-/-/0.01/-/-/-/0.01/-/-/-/-/-/-/-/0.01/-/-/-/-/0.2/0.01/-/0.01/-/-/-/0.01/-/-/0.01/-/0.01/0.01/-/0.01/-/-/-/0.01/0.01/0.1/-/-/-/-/-/-/-/-/-/-/-/-/0.01/-/0.01/0.01/-/-/-/0.01/-/-/-/0.01/-/-/0.01/-/0.01/0.01/-/-/-/0.01/-/-/0.01/-/0.01/0.01/0.01/0.1/0.01/0.01/-/-/-/0.01/0.01/-/0.01/0.01/0.01/-
454, 9430.9, 7588.26725, 0, 18, 12.43, 1864, rpcmmiippmipimiciippinccpcmnpmpccmiimimmpmppcmmmcccciiiipiccmpmmciimccpmipncmnpcpmpcninnmmmmpcpmmnmmcmmmcm, -/-/-/0.01/0.01/-/-/-/-/0.01/-/-/-/0.01/-/-/-/-/-/-/-/0.01/-/-/-/-/0.2/0.01/-/0.01/-/-/-/0.01/-/-/0.01/-/0.01/0.01/-/0.01/-/-/-/0.01/0.01/0.1/-/-/-/-/-/-/-/-/-/-/-/-/0.01/-/0.01/0.01/-/-/-/0.01/-/-/-/0.01/-/-/0.01/-/0.01/0.01/-/-/-/0.01/-/-/0.01/-/0.01/0.01/0.01/0.1/0.01/0.01/-/-/-/0.01/0.01/0.01/0.01/0.01/-/0.01/0.01/0.01/-/0.01
455, 9385.3, 7173.780000000001, 0, 18, 11.6, 1864, rpcmmiippmipimiciippinccpcmnpmpccmiimimmpmppcmmmcccciiiipiccmpmmciimccpmipncmnpcpmpcninnmmmmpcpcimmcimm, -/-/-/0.01/0.01/-/-/-/-/0.01/-/-/-/0.01/-/-/-/-/-/-/-/0.01/-/-/-/-/0.2/0.01/-/0.01/-/-/-/0.01/-/-/0.01/-/0.01/0.01/-/0.01/-/-/-/0.01/0.01/0.1/-/-/-/-/-/-/-/-/-/-/-/-/0.01/-/0.01/0.01/-/-/-/0.01/-/-/-/0.01/-/-/0.01/-/0.01/0.01/-/-/-/0.01/-/-/0.01/-/0.01/0.01/0.01/0.1/0.01/0.01/-/-/-/-/-/0.01/0.01/-/-/0.01/0.01
456, 10000.0, 7207.860000000001, 131682, 20, 12.51, 1864, rpcmmiippmipimiciippinccpcmnpmpccmiimimmpmppcmmmcccciiiipiccmpmmciimccpmipncmnpcpmpcninnmmmmpcpmmnmmcmpcimm, -/-/-/0.01/0.01/-/-/-/-/0.01/-/-/-/0.01/-/-/-/-/-/-/-/0.01/-/-/-/-/0.2/0.01/-/0.01/-/-/-/0.01/-/-/0.01/-/0.01/0.01/-/0.01/-/-/-/0.01/0.01/0.1/-/-/-/-/-/-/-/-/-/-/-/-/0.01/-/0.01/0.01/-/-/-/0.01/-/-/-/0.01/-/-/0.01/-/0.01/0.01/-/-/-/0.01/-/-/0.01/-/0.01/0.01/0.01/0.1/0.01/0.01/-/-/-/0.01/0.01/0.01/0.01/0.01/-/0.01/-/-/-/0.01/0.01
457, 8541.2, 6803.97975, 0, 16, 10.875, 1864, rpcmmiippmipimiciippinccpcmnpmpccmiimimmpmppcmmmcccciiiipiccmpmmciimccpmipncmnpcpmpcninnmmmmpcpmmnmmcmpcimmm, -/-/-/0.01/0.01/-/-/-/-/0.01/-/-/-/0.01/-/-/-/-/-/-/-/0.01/-/-/-/-/0.2/0.01/-/0.01/-/-/-/0.01/-/-/0.01/-/0.01/0.01/-/0.01/-/-/-/0.01/0.01/0.1/-/-/-/-/-/-/-/-/-/-/-/-/0.01/-/0.01/0.01/-/-/-/0.01/-/-/-/0.01/-/-/0.01/-/0.01/0.01/-/-/-/0.01/-/-/0.01/-/0.01/0.01/0.01/0.1/0.01/0.01/-/-/-/0.01/0.01/0.01/0.01/0.01/-/0.01/-/-/-/0.01/0.01/0.01
458, 9128.85, 6916.9255, 0, 18, 10.87, 1864, rpcmmiippmipimiciippinccpcmnpmpccmiimimmpmppcmmmcccciiiipiccmpmmciimccpmipncmnpcpmpcninnmmmmpcimmmmmpnpmmcm, -/-/-/0.01/0.01/-/-/-/-/0.01/-/-/-/0.01/-/-/-/-/-/-/-/0.01/-/-/-/-/0.2/0.01/-/0.01/-/-/-/0.01/-/-/0.01/-/0.01/0.01/-/0.01/-/-/-/0.01/0.01/0.1/-/-/-/-/-/-/-/-/-/-/-/-/0.01/-/0.01/0.01/-/-/-/0.01/-/-/-/0.01/-/-/0.01/-/0.01/0.01/-/-/-/0.01/-/-/0.01/-/0.01/0.01/0.01/0.1/0.01/0.01/-/-/-/0.01/0.01/0.01/0.01/0.01/-/0.01/-/0.01/0.01/-/0.01
459, 8592.0, 6287.104, 0, 16, 10.115, 1864, rpcmmiippmipimiciippinccpcmnpmpccmiimimmpmppcmmmcccciiiipiccmpmmciimccpmipncmnpcpmpcninnmmmmpcimnpmmncpncc, -/-/-/0.01/0.01/-/-/-/-/0.01/-/-/-/0.01/-/-/-/-/-/-/-/0.01/-/-/-/-/0.2/0.01/-/0.01/-/-/-/0.01/-/-/0.01/-/0.01/0.01/-/0.01/-/-/-/0.01/0.01/0.1/-/-/-/-/-/-/-/-/-/-/-/-/0.01/-/0.01/0.01/-/-/-/0.01/-/-/-/0.01/-/-/0.01/-/0.01/0.01/-/-/-/0.01/-/-/0.01/-/0.01/0.01/0.01/0.1/0.01/0.01/-/-/-/0.01/0.01/-/0.01/0.01/0.01/-/-/0.01/-/-
460, 10000.0, 8346.74625, 132867, 20, 15.255, 1864, rpcmmiippmipimiciippinccpcmnpmpccmiimimmpmppcmmmcccciiiipiccmpmmciimccpmipncmnpcpmpcninnmmmmpcpcimmcimmp, -/-/-/0.01/0.01/-/-/-/-/0.01/-/-/-/0.01/-/-/-/-/-/-/-/0.01/-/-/-/-/0.2/0.01/-/0.01/-/-/-/0.01/-/-/0.01/-/0.01/0.01/-/0.01/-/-/-/0.01/0.01/0.1/-/-/-/-/-/-/-/-/-/-/-/-/0.01/-/0.01/0.01/-/-/-/0.01/-/-/-/0.01/-/-/0.01/-/0.01/0.01/-/-/-/0.01/-/-/0.01/-/0.01/0.01/0.01/0.1/0.01/0.01/-/-/-/-/-/0.01/0.01/-/-/0.01/0.01/-
461, 9523.0, 7364.15775, 0, 18, 12.14, 1864, rpcmmiippmipimiciippinccpcmnpmpccmiimimmpmppcmmmcccciiiipiccmpmmciimccpmipncmnpcpmpcninnmmmmpcimmmmmpnpmmcmp, -/-/-/0.01/0.01/-/-/-/-/0.01/-/-/-/0.01/-/-/-/-/-/-/-/0.01/-/-/-/-/0.2/0.01/-/0.01/-/-/-/0.01/-/-/0.01/-/0.01/0.01/-/0.01/-/-/-/0.01/0.01/0.1/-/-/-/-/-/-/-/-/-/-/-/-/0.01/-/0.01/0.01/-/-/-/0.01/-/-/-/0.01/-/-/0.01/-/0.01/0.01/-/-/-/0.01/-/-/0.01/-/0.01/0.01/0.01/0.1/0.01/0.01/-/-/-/0.01/0.01/0.01/0.01/0.01/-/0.01/-/0.01/0.01/-/0.01/-
462, 9500.0, 7406.59325, 0, 19, 12.855, 1864, rpcmmiippmipimiciippinccpcmnpmpccmiimimmpmppcmmmcccciiiipiccmpmmciimccpmipncmnpcpmpcninnmmmmpcimmmmmpmmmcmc, -/-/-/0.01/0.01/-/-/-/-/0.01/-/-/-/0.01/-/-/-/-/-/-/-/0.01/-/-/-/-/0.2/0.01/-/0.01/-/-/-/0.01/-/-/0.01/-/0.01/0.01/-/0.01/-/-/-/0.01/0.01/0.1/-/-/-/-/-/-/-/-/-/-/-/-/0.01/-/0.01/0.01/-/-/-/0.01/-/-/-/0.01/-/-/0.01/-/0.01/0.01/-/-/-/0.01/-/-/0.01/-/0.01/0.01/0.01/0.1/0.01/0.01/-/-/-/0.01/0.01/0.01/0.01/0.01/-/0.01/0.01/0.01/-/0.01/-
463, 10000.0, 8187.525750000001, 117155, 20, 14.405, 1864, rpcmmiippmipimiciippinccpcmnpmpccmiimimmpmppcmmmcccciiiipiccmpmmciimccpmipncmnpcpmpcninnmmmmpcpmmnmmcmpcimmpmmimn, -/-/-/0.01/0.01/-/-/-/-/0.01/-/-/-/0.01/-/-/-/-/-/-/-/0.01/-/-/-/-/0.2/0.01/-/0.01/-/-/-/0.01/-/-/0.01/-/0.01/0.01/-/0.01/-/-/-/0.01/0.01/0.1/-/-/-/-/-/-/-/-/-/-/-/-/0.01/-/0.01/0.01/-/-/-/0.01/-/-/-/0.01/-/-/0.01/-/0.01/0.01/-/-/-/0.01/-/-/0.01/-/0.01/0.01/0.01/0.1/0.01/0.01/-/-/-/0.01/0.01/0.01/0.01/0.01/-/0.01/-/-/-/0.01/0.01/-/0.01/0.01/-/0.01/0.01
464, 9000.0, 7158.952, 0, 18, 12.835, 1864, rpcmmiippmipimiciippinccpcmnpmpccmiimimmpmppcmmmcccciiiipiccmpmmciimccpmipncmnpcpmpcninnmmmmpcimmmmmpnpmmcmimincm, -/-/-/0.01/0.01/-/-/-/-/0.01/-/-/-/0.01/-/-/-/-/-/-/-/0.01/-/-/-/-/0.2/0.01/-/0.01/-/-/-/0.01/-/-/0.01/-/0.01/0.01/-/0.01/-/-/-/0.01/0.01/0.1/-/-/-/-/-/-/-/-/-/-/-/-/0.01/-/0.01/0.01/-/-/-/0.01/-/-/-/0.01/-/-/0.01/-/0.01/0.01/-/-/-/0.01/-/-/0.01/-/0.01/0.01/0.01/0.1/0.01/0.01/-/-/-/0.01/0.01/0.01/0.01/0.01/-/0.01/-/0.01/0.01/-/0.01/-/0.01/-/0.01/-/0.01
465, 7851.45, 4930.65675, 0, 13, 7.775, 1864, rpcmmiippmipimiciippinccpcmnpmpccmiimimmpmppcmmmcccciiiipiccmpmmciimccpmipncmnpcpmpcninnmmmmpcpcimmcimmppnni, -/-/-/0.01/0.01/-/-/-/-/0.01/-/-/-/0.01/-/-/-/-/-/-/-/0.01/-/-/-/-/0.2/0.01/-/0.01/-/-/-/0.01/-/-/0.01/-/0.01/0.01/-/0.01/-/-/-/0.01/0.01/0.1/-/-/-/-/-/-/-/-/-/-/-/-/0.01/-/0.01/0.01/-/-/-/0.01/-/-/-/0.01/-/-/0.01/-/0.01/0.01/-/-/-/0.01/-/-/0.01/-/0.01/0.01/0.01/0.1/0.01/0.01/-/-/-/-/-/0.01/0.01/-/-/0.01/0.01/-/-/0.01/0.01/-
466, 8545.3, 6377.62425, 0, 16, 11.145, 1864, rpcmmiippmipimiciippinccpcmnpmpccmiimimmpmppcmmmcccciiiipiccmpmmciimccpmipncmnpcpmpcninnmmmmpcpmmnmmcmpcimmpcn, -/-/-/0.01/0.01/-/-/-/-/0.01/-/-/-/0.01/-/-/-/-/-/-/-/0.01/-/-/-/-/0.2/0.01/-/0.01/-/-/-/0.01/-/-/0.01/-/0.01/0.01/-/0.01/-/-/-/0.01/0.01/0.1/-/-/-/-/-/-/-/-/-/-/-/-/0.01/-/0.01/0.01/-/-/-/0.01/-/-/-/0.01/-/-/0.01/-/0.01/0.01/-/-/-/0.01/-/-/0.01/-/0.01/0.01/0.01/0.1/0.01/0.01/-/-/-/0.01/0.01/0.01/0.01/0.01/-/0.01/-/-/-/0.01/0.01/-/-/0.01
467, 9638.4, 7380.7155, 0, 18, 12.075, 1864, rpcmmiippmipimiciippinccpcmnpmpccmiimimmpmppcmmmcccciiiipiccmpmmciimccpmipncmnpcpmpcninnmmmmpcimmmmmpmmmcmcpm, -/-/-/0.01/0.01/-/-/-/-/0.01/-/-/-/0.01/-/-/-/-/-/-/-/0.01/-/-/-/-/0.2/0.01/-/0.01/-/-/-/0.01/-/-/0.01/-/0.01/0.01/-/0.01/-/-/-/0.01/0.01/0.1/-/-/-/-/-/-/-/-/-/-/-/-/0.01/-/0.01/0.01/-/-/-/0.01/-/-/-/0.01/-/-/0.01/-/0.01/0.01/-/-/-/0.01/-/-/0.01/-/0.01/0.01/0.01/0.1/0.01/0.01/-/-/-/0.01/0.01/0.01/0.01/0.01/-/0.01/0.01/0.01/-/0.01/-/-/0.01
468, 8750.85, 6983.397749999999, 0, 17, 11.835, 1864, rpcmmiippmipimiciippinccpcmnpmpccmiimimmpmppcmmmcccciiiipiccmpmmciimccpmipncmnpcpmpcninnmmmmpcimmmmmpnpmmcmppminn, -/-/-/0.01/0.01/-/-/-/-/0.01/-/-/-/0.01/-/-/-/-/-/-/-/0.01/-/-/-/-/0.2/0.01/-/0.01/-/-/-/0.01/-/-/0.01/-/0.01/0.01/-/0.01/-/-/-/0.01/0.01/0.1/-/-/-/-/-/-/-/-/-/-/-/-/0.01/-/0.01/0.01/-/-/-/0.01/-/-/-/0.01/-/-/0.01/-/0.01/0.01/-/-/-/0.01/-/-/0.01/-/0.01/0.01/0.01/0.1/0.01/0.01/-/-/-/0.01/0.01/0.01/0.01/0.01/-/0.01/-/0.01/0.01/-/0.01/-/-/0.01/-/0.01/0.01
469, 8936.8, 6375.05925, 0, 17, 10.89, 1864, rpcmmiippmipimiciippinccpcmnpmpccmiimimmpmppcmmmcccciiiipiccmpmmciimccpmipncmnpcpmpcninnmmmmpcpcimmcimmppnnip, -/-/-/0.01/0.01/-/-/-/-/0.01/-/-/-/0.01/-/-/-/-/-/-/-/0.01/-/-/-/-/0.2/0.01/-/0.01/-/-/-/0.01/-/-/0.01/-/0.01/0.01/-/0.01/-/-/-/0.01/0.01/0.1/-/-/-/-/-/-/-/-/-/-/-/-/0.01/-/0.01/0.01/-/-/-/0.01/-/-/-/0.01/-/-/0.01/-/0.01/0.01/-/-/-/0.01/-/-/0.01/-/0.01/0.01/0.01/0.1/0.01/0.01/-/-/-/-/-/0.01/0.01/-/-/0.01/0.01/-/-/0.01/0.01/-/-
470, 9384.05, 7109.06425, 0, 18, 11.84, 1864, rpcmmiippmipimiciippinccpcmnpmpccmiimimmpmppcmmmcccciiiipiccmpmmciimccpmipncmnpcpmpcninnmmmmpcpcimmcimmppnnipc, -/-/-/0.01/0.01/-/-/-/-/0.01/-/-/-/0.01/-/-/-/-/-/-/-/0.01/-/-/-/-/0.2/0.01/-/0.01/-/-/-/0.01/-/-/0.01/-/0.01/0.01/-/0.01/-/-/-/0.01/0.01/0.1/-/-/-/-/-/-/-/-/-/-/-/-/0.01/-/0.01/0.01/-/-/-/0.01/-/-/-/0.01/-/-/0.01/-/0.01/0.01/-/-/-/0.01/-/-/0.01/-/0.01/0.01/0.01/0.1/0.01/0.01/-/-/-/-/-/0.01/0.01/-/-/0.01/0.01/-/-/0.01/0.01/-/-/-
471, 8897.6, 6309.318499999999, 0, 17, 10.235, 1864, rpcmmiippmipimiciippinccpcmnpmpccmiimimmpmppcmmmcccciiiipiccmpmmciimccpmipncmnpcpmpcninnmmmmpcimnpmmncpnccp, -/-/-/0.01/0.01/-/-/-/-/0.01/-/-/-/0.01/-/-/-/-/-/-/-/0.01/-/-/-/-/0.2/0.01/-/0.01/-/-/-/0.01/-/-/0.01/-/0.01/0.01/-/0.01/-/-/-/0.01/0.01/0.1/-/-/-/-/-/-/-/-/-/-/-/-/0.01/-/0.01/0.01/-/-/-/0.01/-/-/-/0.01/-/-/0.01/-/0.01/0.01/-/-/-/0.01/-/-/0.01/-/0.01/0.01/0.01/0.1/0.01/0.01/-/-/-/0.01/0.01/-/0.01/0.01/0.01/-/-/0.01/-/-/-
472, 9122.15, 6451.37825, 0, 17, 10.665, 1864, rpcmmiippmipimiciippinccpcmnpmpccmiimimmpmppcmmmcccciiiipiccmpmmciimccpmipncmnpcpmpcninnmmmmpcimmmmmpnpmmcmpp, -/-/-/0.01/0.01/-/-/-/-/0.01/-/-/-/0.01/-/-/-/-/-/-/-/0.01/-/-/-/-/0.2/0.01/-/0.01/-/-/-/0.01/-/-/0.01/-/0.01/0.01/-/0.01/-/-/-/0.01/0.01/0.1/-/-/-/-/-/-/-/-/-/-/-/-/0.01/-/0.01/0.01/-/-/-/0.01/-/-/-/0.01/-/-/0.01/-/0.01/0.01/-/-/-/0.01/-/-/0.01/-/0.01/0.01/0.01/0.1/0.01/0.01/-/-/-/0.01/0.01/0.01/0.01/0.01/-/0.01/-/0.01/0.01/-/0.01/-/-
473, 8658.8, 5955.6035, 0, 16, 8.905, 1864, rpcmmiippmipimiciippinccpcmnpmpccmiimimmpmppcmmmcccciiiipiccmpmmciimccpmipncmnpcpmpcninnmmmmpcimmmmmpnpmmcmpcc, -/-/-/0.01/0.01/-/-/-/-/0.01/-/-/-/0.01/-/-/-/-/-/-/-/0.01/-/-/-/-/0.2/0.01/-/0.01/-/-/-/0.01/-/-/0.01/-/0.01/0.01/-/0.01/-/-/-/0.01/0.01/0.1/-/-/-/-/-/-/-/-/-/-/-/-/0.01/-/0.01/0.01/-/-/-/0.01/-/-/-/0.01/-/-/0.01/-/0.01/0.01/-/-/-/0.01/-/-/0.01/-/0.01/0.01/0.01/0.1/0.01/0.01/-/-/-/0.01/0.01/0.01/0.01/0.01/-/0.01/-/0.01/0.01/-/0.01/-/-/-
474, 9401.0, 6674.867, 0, 18, 11.1, 1864, rpcmmiippmipimiciippinccpcmnpmpccmiimimmpmppcmmmcccciiiipiccmpmmciimccpmipncmnpcpmpcninnmmmmpcimmmmmpmmmcmcpmp, -/-/-/0.01/0.01/-/-/-/-/0.01/-/-/-/0.01/-/-/-/-/-/-/-/0.01/-/-/-/-/0.2/0.01/-/0.01/-/-/-/0.01/-/-/0.01/-/0.01/0.01/-/0.01/-/-/-/0.01/0.01/0.1/-/-/-/-/-/-/-/-/-/-/-/-/0.01/-/0.01/0.01/-/-/-/0.01/-/-/-/0.01/-/-/0.01/-/0.01/0.01/-/-/-/0.01/-/-/0.01/-/0.01/0.01/0.01/0.1/0.01/0.01/-/-/-/0.01/0.01/0.01/0.01/0.01/-/0.01/0.01/0.01/-/0.01/-/-/0.01/-
475, 8750.6, 6552.5644999999995, 0, 17, 10.645, 1864, rpcmmiippmipimiciippinccpcmnpmpccmiimimmpmppcmmmcccciiiipiccmpmmciimccpmipncmnpcpmpcninnmmmmpcimmmmmpnpmmcmpccmm, -/-/-/0.01/0.01/-/-/-/-/0.01/-/-/-/0.01/-/-/-/-/-/-/-/0.01/-/-/-/-/0.2/0.01/-/0.01/-/-/-/0.01/-/-/0.01/-/0.01/0.01/-/0.01/-/-/-/0.01/0.01/0.1/-/-/-/-/-/-/-/-/-/-/-/-/0.01/-/0.01/0.01/-/-/-/0.01/-/-/-/0.01/-/-/0.01/-/0.01/0.01/-/-/-/0.01/-/-/0.01/-/0.01/0.01/0.01/0.1/0.01/0.01/-/-/-/0.01/0.01/0.01/0.01/0.01/-/0.01/-/0.01/0.01/-/0.01/-/-/-/0.01/0.01
476, 9134.05, 6943.2545, 0, 17, 11.185, 1864, rpcmmiippmipimiciippinccpcmnpmpccmiimimmpmppcmmmcccciiiipiccmpmmciimccpmipncmnpcpmpcninnmmmmpcpmmnmmcmpcimmpmmimnpmmncncmc, -/-/-/0.01/0.01/-/-/-/-/0.01/-/-/-/0.01/-/-/-/-/-/-/-/0.01/-/-/-/-/0.2/0.01/-/0.01/-/-/-/0.01/-/-/0.01/-/0.01/0.01/-/0.01/-/-/-/0.01/0.01/0.1/-/-/-/-/-/-/-/-/-/-/-/-/0.01/-/0.01/0.01/-/-/-/0.01/-/-/-/0.01/-/-/0.01/-/0.01/0.01/-/-/-/0.01/-/-/0.01/-/0.01/0.01/0.01/0.1/0.01/0.01/-/-/-/0.01/0.01/0.01/0.01/0.01/-/0.01/-/-/-/0.01/0.01/-/0.01/0.01/-/0.01/0.01/-/0.01/0.01/0.01/-/0.01/-/0.01/-
477, 8254.35, 5899.27375, 0, 14, 9.63, 1864, rpcmmiippmipimiciippinccpcmnpmpccmiimimmpmppcmmmcccciiiipiccmpmmciimccpmipncmnpcpmpcninnmmmmpcimmmmmpnpmmcmpccpm, -/-/-/0.01/0.01/-/-/-/-/0.01/-/-/-/0.01/-/-/-/-/-/-/-/0.01/-/-/-/-/0.2/0.01/-/0.01/-/-/-/0.01/-/-/0.01/-/0.01/0.01/-/0.01/-/-/-/0.01/0.01/0.1/-/-/-/-/-/-/-/-/-/-/-/-/0.01/-/0.01/0.01/-/-/-/0.01/-/-/-/0.01/-/-/0.01/-/0.01/0.01/-/-/-/0.01/-/-/0.01/-/0.01/0.01/0.01/0.1/0.01/0.01/-/-/-/0.01/0.01/0.01/0.01/0.01/-/0.01/-/0.01/0.01/-/0.01/-/-/-/-/0.01
478, 9461.9, 6755.87775, 0, 18, 11.065, 1864, rpcmmiippmipimiciippinccpcmnpmpccmiimimmpmppcmmmcccciiiipiccmpmmciimccpmipncmnpcpmpcninnmmmmpcimmmmmpnpmmcmpccpm, -/-/-/0.01/0.01/-/-/-/-/0.01/-/-/-/0.01/-/-/-/-/-/-/-/0.01/-/-/-/-/0.2/0.01/-/0.01/-/-/-/0.01/-/-/0.01/-/0.01/0.01/-/0.01/-/-/-/0.01/0.01/0.1/-/-/-/-/-/-/-/-/-/-/-/-/0.01/-/0.01/0.01/-/-/-/0.01/-/-/-/0.01/-/-/0.01/-/0.01/0.01/-/-/-/0.01/-/-/0.01/-/0.01/0.01/0.01/0.1/0.01/0.01/-/-/-/0.01/0.01/0.01/0.01/0.01/-/0.01/-/0.01/0.01/-/0.01/-/-/-/-/0.01
479, 9566.35, 7745.697749999999, 0, 18, 13.04, 1864, rpcmmiippmipimiciippinccpcmnpmpccmiimimmpmppcmmmcccciiiipiccmpmmciimccpmipncmnpcpmpcninnmmmmpcimnpmmncpnccpmcmccmic, -/-/-/0.01/0.01/-/-/-/-/0.01/-/-/-/0.01/-/-/-/-/-/-/-/0.01/-/-/-/-/0.2/0.01/-/0.01/-/-/-/0.01/-/-/0.01/-/0.01/0.01/-/0.01/-/-/-/0.01/0.01/0.1/-/-/-/-/-/-/-/-/-/-/-/-/0.01/-/0.01/0.01/-/-/-/0.01/-/-/-/0.01/-/-/0.01/-/0.01/0.01/-/-/-/0.01/-/-/0.01/-/0.01/0.01/0.01/0.1/0.01/0.01/-/-/-/0.01/0.01/-/0.01/0.01/0.01/-/-/0.01/-/-/-/0.01/-/0.01/-/-/0.01/-/-
480, 8412.2, 6356.7185, 0, 15, 9.44, 1864, rpcmmiippmipimiciippinccpcmnpmpccmiimimmpmppcmmmcccciiiipiccmpmmciimccpmipncmnpcpmpcninnmmmmpcpmmnmmcmpcimmpmmimnpm, -/-/-/0.01/0.01/-/-/-/-/0.01/-/-/-/0.01/-/-/-/-/-/-/-/0.01/-/-/-/-/0.2/0.01/-/0.01/-/-/-/0.01/-/-/0.01/-/0.01/0.01/-/0.01/-/-/-/0.01/0.01/0.1/-/-/-/-/-/-/-/-/-/-/-/-/0.01/-/0.01/0.01/-/-/-/0.01/-/-/-/0.01/-/-/0.01/-/0.01/0.01/-/-/-/0.01/-/-/0.01/-/0.01/0.01/0.01/0.1/0.01/0.01/-/-/-/0.01/0.01/0.01/0.01/0.01/-/0.01/-/-/-/0.01/0.01/-/0.01/0.01/-/0.01/0.01/-/0.01
481, 9596.05, 7637.894, 0, 18, 12.935, 1864, rpcmmiippmipimiciippinccpcmnpmpccmiimimmpmppcmmmcccciiiipiccmpmmciimccpmipncmnpcpmpcninnmmmmpcpmmnmmcmpcimmpmmimnpmmncncmcpmcm, -/-/-/0.01/0.01/-/-/-/-/0.01/-/-/-/0.01/-/-/-/-/-/-/-/0.01/-/-/-/-/0.2/0.01/-/0.01/-/-/-/0.01/-/-/0.01/-/0.01/0.01/-/0.01/-/-/-/0.01/0.01/0.1/-/-/-/-/-/-/-/-/-/-/-/-/0.01/-/0.01/0.01/-/-/-/0.01/-/-/-/0.01/-/-/0.01/-/0.01/0.01/-/-/-/0.01/-/-/0.01/-/0.01/0.01/0.01/0.1/0.01/0.01/-/-/-/0.01/0.01/0.01/0.01/0.01/-/0.01/-/-/-/0.01/0.01/-/0.01/0.01/-/0.01/0.01/-/0.01/0.01/0.01/-/0.01/-/0.01/-/-/0.1/-/0.01
482, 9730.25, 7367.681, 0, 19, 12.4, 1864, rpcmmiippmipimiciippinccpcmnpmpccmiimimmpmppcmmmcccciiiipiccmpmmciimccpmipncmnpcpmpcninnmmmmpcimmmmmpnpmmcmpccpmpm, -/-/-/0.01/0.01/-/-/-/-/0.01/-/-/-/0.01/-/-/-/-/-/-/-/0.01/-/-/-/-/0.2/0.01/-/0.01/-/-/-/0.01/-/-/0.01/-/0.01/0.01/-/0.01/-/-/-/0.01/0.01/0.1/-/-/-/-/-/-/-/-/-/-/-/-/0.01/-/0.01/0.01/-/-/-/0.01/-/-/-/0.01/-/-/0.01/-/0.01/0.01/-/-/-/0.01/-/-/0.01/-/0.01/0.01/0.01/0.1/0.01/0.01/-/-/-/0.01/0.01/0.01/0.01/0.01/-/0.01/-/0.01/0.01/-/0.01/-/-/-/-/0.01/-/0.01
483, 9500.0, 7355.145750000001, 0, 19, 12.615, 1864, rpcmmiippmipimiciippinccpcmnpmpccmiimimmpmppcmmmcccciiiipiccmpmmciimccpmipncmnpcpmpcninnmmmmpcimmmmmpnpmmcmpccpmpm, -/-/-/0.01/0.01/-/-/-/-/0.01/-/-/-/0.01/-/-/-/-/-/-/-/0.01/-/-/-/-/0.2/0.01/-/0.01/-/-/-/0.01/-/-/0.01/-/0.01/0.01/-/0.01/-/-/-/0.01/0.01/0.1/-/-/-/-/-/-/-/-/-/-/-/-/0.01/-/0.01/0.01/-/-/-/0.01/-/-/-/0.01/-/-/0.01/-/0.01/0.01/-/-/-/0.01/-/-/0.01/-/0.01/0.01/0.01/0.1/0.01/0.01/-/-/-/0.01/0.01/0.01/0.01/0.01/-/0.01/-/0.01/0.01/-/0.01/-/-/-/-/0.01/-/0.01
