Generation, Best Score, Average Score, Best Lap Time, Laps, Average Laps, TPS, Time Spent, Last Mutate Rate, Last Evolution, Father Rank
5830, 10000.0, 6631.464, 5866, 1, 0.41, 50, 194.1373541355133, i, -, 0
5831, 10000.0, 6556.338, 5864, 1, 0.386, 44, 147.84790992736816, m, 0.2, 17
5832, 10000.0, 7006.754, 5864, 1, 0.41, 34, 187.4718050956726, i, -, 0
5833, 10000.0, 7083.132, 5864, 1, 0.442, 36, 179.20539617538452, p, -, 0
5834, 10000.0, 7364.438, 5864, 1, 0.45, 44, 163.98259711265564, i, -, 0
5835, 10000.0, 7198.298, 5845, 1, 0.45, 33, 191.36542105674744, c, -, 214
5836, 10000.0, 7450.714, 5845, 1, 0.504, 35, 186.59895014762878, i, -, 0
5837, 10000.0, 7565.17, 5845, 1, 0.542, 40, 159.59397077560425, p, -, 0
5838, 10000.0, 7591.188, 5845, 1, 0.514, 36, 189.6846809387207, i, -, 0
5839, 10000.0, 7359.786, 5845, 1, 0.518, 37, 173.31698894500732, p, -, 0
5840, 10000.0, 7826.398, 5822, 1, 0.566, 41, 171.94517302513123, m, 0.05, 303
5841, 10000.0, 7338.092, 5822, 1, 0.51, 37, 176.5637571811676, i, -, 0
5842, 10000.0, 7450.146, 5822, 1, 0.518, 40, 168.32694101333618, i, -, 0
5843, 10000.0, 7364.612, 5822, 1, 0.512, 36, 184.82231402397156, i, -, 0
5844, 10000.0, 7014.628, 5822, 1, 0.448, 42, 160.6217110157013, i, -, 0
5845, 10000.0, 7201.506, 5822, 1, 0.428, 34, 206.45372414588928, i, -, 0
5846, 10000.0, 7222.6, 5822, 1, 0.442, 36, 172.1804280281067, p, -, 0
5847, 10000.0, 7166.232, 5822, 1, 0.436, 50, 143.98760604858398, c, -, 9
5848, 10000.0, 6965.644, 5822, 1, 0.442, 34, 210.14419198036194, p, -, 0
5849, 10000.0, 7206.628, 5822, 1, 0.44, 39, 186.51816821098328, i, -, 0
5850, 10000.0, 7390.546, 5822, 1, 0.46, 39, 166.67792987823486, p, -, 0
5851, 10000.0, 6892.806, 5822, 1, 0.398, 37, 175.93315982818604, i, -, 0
5852, 10000.0, 7062.704, 5822, 1, 0.414, 36, 203.5195209980011, i, -, 0
5853, 10000.0, 6780.004, 5822, 1, 0.362, 38, 160.71843123435974, i, -, 0
5854, 10000.0, 7471.324, 5822, 1, 0.468, 32, 199.31091976165771, p, -, 0
5855, 10000.0, 7493.182, 5812, 1, 0.488, 40, 153.34832167625427, m, 0.1, 14
5856, 10000.0, 6871.556, 5812, 1, 0.398, 35, 181.42219281196594, i, -, 0
5857, 10000.0, 7370.982, 5812, 1, 0.432, 35, 196.44592094421387, p, -, 0
5858, 10000.0, 7392.676, 5812, 1, 0.418, 49, 148.43314909934998, i, -, 0
5859, 10000.0, 6917.524, 5812, 1, 0.39, 40, 158.75381302833557, i, -, 0
